node1, node2, dist, visibility, sound, transitability, lockable, flow
4.1,3.1,5.0,0.99,0.66,1,0,30
4.1,5.1,5.0,0.99,0.66,1,0,30
4.1,6.1,10.0,0.66,0.33,0,0,30
4.1,7.1,15.0,0.33,0.33,0,0,30
4.1,8.1,20.0,0.33,0,0,0,30
4.1,25.1,15.811388300841896,0.33,0,0,0,30
4.1,26.1,11.180339887498949,0.66,0.33,0,0,30
4.1,27.1,7.0710678118654755,0.66,0.66,1,0,30
4.1,28.1,5.0,0.99,0.66,1,0,30
4.1,29.1,7.0710678118654755,0.66,0.66,1,0,30
4.1,30.1,11.180339887498949,0.66,0.33,0,0,30
4.1,31.1,15.811388300841896,0.33,0,0,0,30
4.1,49.1,18.027756377319946,0.33,0,0,0,30
4.1,50.1,14.142135623730951,0.33,0.33,0,0,30
4.1,51.1,11.180339887498949,0.66,0.33,0,0,30
4.1,52.1,10.0,0.66,0.33,0,0,30
4.1,53.1,11.180339887498949,0.66,0.33,0,0,30
4.1,54.1,14.142135623730951,0.33,0.33,0,0,30
4.1,55.1,18.027756377319946,0.33,0,0,0,30
4.1,74.1,18.027756377319946,0.33,0,0,0,30
4.1,75.1,15.811388300841896,0.33,0,0,0,30
4.1,76.1,15.0,0.33,0.33,0,0,30
4.1,77.1,15.811388300841896,0.33,0,0,0,30
4.1,78.1,18.027756377319946,0.33,0,0,0,30
4.1,100.1,20.0,0.33,0,0,0,30
4.1,385.01,17.0,0.33,0,0,0,30
5.1,1.1,20.0,0.33,0,0,0,30
5.1,2.1,15.0,0.33,0.33,0,0,30
5.1,3.1,10.0,0.66,0.33,0,0,30
5.1,4.1,5.0,0.99,0.66,1,0,30
5.1,6.1,5.0,0.99,0.66,1,0,30
5.1,7.1,10.0,0.66,0.33,0,0,30
5.1,8.1,15.0,0.33,0.33,0,0,30
5.1,9.1,20.0,0.33,0,0,0,30
5.1,26.1,15.811388300841896,0.33,0,0,0,30
5.1,27.1,11.180339887498949,0.66,0.33,0,0,30
5.1,28.1,7.0710678118654755,0.66,0.66,1,0,30
5.1,29.1,5.0,0.99,0.66,1,0,30
5.1,30.1,7.0710678118654755,0.66,0.66,1,0,30
5.1,31.1,11.180339887498949,0.66,0.33,0,0,30
5.1,32.1,15.811388300841896,0.33,0,0,0,30
5.1,50.1,18.027756377319946,0.33,0,0,0,30
5.1,51.1,14.142135623730951,0.33,0.33,0,0,30
5.1,52.1,11.180339887498949,0.66,0.33,0,0,30
5.1,53.1,10.0,0.66,0.33,0,0,30
5.1,54.1,11.180339887498949,0.66,0.33,0,0,30
5.1,55.1,14.142135623730951,0.33,0.33,0,0,30
5.1,56.1,18.027756377319946,0.33,0,0,0,30
5.1,75.1,18.027756377319946,0.33,0,0,0,30
5.1,76.1,15.811388300841896,0.33,0,0,0,30
5.1,77.1,15.0,0.33,0.33,0,0,30
5.1,78.1,15.811388300841896,0.33,0,0,0,30
5.1,79.1,18.027756377319946,0.33,0,0,0,30
5.1,101.1,20.0,0.33,0,0,0,30
6.1,2.1,20.0,0.33,0,0,0,30
6.1,3.1,15.0,0.33,0.33,0,0,30
6.1,4.1,10.0,0.66,0.33,0,0,30
6.1,5.1,5.0,0.99,0.66,1,0,30
6.1,7.1,5.0,0.99,0.66,1,0,30
6.1,8.1,10.0,0.66,0.33,0,0,30
6.1,9.1,15.0,0.33,0.33,0,0,30
6.1,10.1,20.0,0.33,0,0,0,30
6.1,27.1,15.811388300841896,0.33,0,0,0,30
6.1,28.1,11.180339887498949,0.66,0.33,0,0,30
6.1,29.1,7.0710678118654755,0.66,0.66,1,0,30
6.1,30.1,5.0,0.99,0.66,1,0,30
6.1,31.1,7.0710678118654755,0.66,0.66,1,0,30
6.1,32.1,11.180339887498949,0.66,0.33,0,0,30
6.1,33.1,15.811388300841896,0.33,0,0,0,30
6.1,51.1,18.027756377319946,0.33,0,0,0,30
6.1,52.1,14.142135623730951,0.33,0.33,0,0,30
6.1,53.1,11.180339887498949,0.66,0.33,0,0,30
6.1,54.1,10.0,0.66,0.33,0,0,30
6.1,55.1,11.180339887498949,0.66,0.33,0,0,30
6.1,56.1,14.142135623730951,0.33,0.33,0,0,30
6.1,57.1,18.027756377319946,0.33,0,0,0,30
6.1,76.1,18.027756377319946,0.33,0,0,0,30
6.1,77.1,15.811388300841896,0.33,0,0,0,30
6.1,78.1,15.0,0.33,0.33,0,0,30
6.1,79.1,15.811388300841896,0.33,0,0,0,30
6.1,80.1,18.027756377319946,0.33,0,0,0,30
6.1,102.1,20.0,0.33,0,0,0,30
7.1,3.1,20.0,0.33,0,0,0,30
7.1,4.1,15.0,0.33,0.33,0,0,30
7.1,5.1,10.0,0.66,0.33,0,0,30
7.1,6.1,5.0,0.99,0.66,1,0,30
7.1,8.1,5.0,0.99,0.66,1,0,30
7.1,9.1,10.0,0.66,0.33,0,0,30
7.1,10.1,15.0,0.33,0.33,0,0,30
7.1,11.1,20.0,0.33,0,0,0,30
7.1,28.1,15.811388300841896,0.33,0,0,0,30
7.1,29.1,11.180339887498949,0.66,0.33,0,0,30
7.1,30.1,7.0710678118654755,0.66,0.66,1,0,30
7.1,31.1,5.0,0.99,0.66,1,0,30
7.1,32.1,7.0710678118654755,0.66,0.66,1,0,30
7.1,33.1,11.180339887498949,0.66,0.33,0,0,30
7.1,34.1,15.811388300841896,0.33,0,0,0,30
7.1,52.1,18.027756377319946,0.33,0,0,0,30
7.1,53.1,14.142135623730951,0.33,0.33,0,0,30
7.1,54.1,11.180339887498949,0.66,0.33,0,0,30
7.1,55.1,10.0,0.66,0.33,0,0,30
7.1,56.1,11.180339887498949,0.66,0.33,0,0,30
7.1,57.1,14.142135623730951,0.33,0.33,0,0,30
7.1,58.1,18.027756377319946,0.33,0,0,0,30
7.1,77.1,18.027756377319946,0.33,0,0,0,30
7.1,78.1,15.811388300841896,0.33,0,0,0,30
7.1,79.1,15.0,0.33,0.33,0,0,30
7.1,80.1,15.811388300841896,0.33,0,0,0,30
7.1,81.1,18.027756377319946,0.33,0,0,0,30
7.1,103.1,20.0,0.33,0,0,0,30
8.1,4.1,20.0,0.33,0,0,0,30
8.1,5.1,15.0,0.33,0.33,0,0,30
8.1,6.1,10.0,0.66,0.33,0,0,30
8.1,7.1,5.0,0.99,0.66,1,0,30
8.1,9.1,5.0,0.99,0.66,1,0,30
8.1,10.1,10.0,0.66,0.33,0,0,30
8.1,11.1,15.0,0.33,0.33,0,0,30
8.1,12.1,20.0,0.33,0,0,0,30
8.1,29.1,15.811388300841896,0.33,0,0,0,30
8.1,30.1,11.180339887498949,0.66,0.33,0,0,30
8.1,31.1,7.0710678118654755,0.66,0.66,1,0,30
8.1,32.1,5.0,0.99,0.66,1,0,30
8.1,33.1,7.0710678118654755,0.66,0.66,1,0,30
8.1,34.1,11.180339887498949,0.66,0.33,0,0,30
8.1,35.1,15.811388300841896,0.33,0,0,0,30
8.1,53.1,18.027756377319946,0.33,0,0,0,30
8.1,54.1,14.142135623730951,0.33,0.33,0,0,30
8.1,55.1,11.180339887498949,0.66,0.33,0,0,30
8.1,56.1,10.0,0.66,0.33,0,0,30
8.1,57.1,11.180339887498949,0.66,0.33,0,0,30
8.1,58.1,14.142135623730951,0.33,0.33,0,0,30
8.1,59.1,18.027756377319946,0.33,0,0,0,30
8.1,78.1,18.027756377319946,0.33,0,0,0,30
8.1,79.1,15.811388300841896,0.33,0,0,0,30
8.1,80.1,15.0,0.33,0.33,0,0,30
8.1,81.1,15.811388300841896,0.33,0,0,0,30
8.1,82.1,18.027756377319946,0.33,0,0,0,30
8.1,104.1,20.0,0.33,0,0,0,30
9.1,5.1,20.0,0.33,0,0,0,30
9.1,6.1,15.0,0.33,0.33,0,0,30
9.1,7.1,10.0,0.66,0.33,0,0,30
9.1,8.1,5.0,0.99,0.66,1,0,30
9.1,10.1,5.0,0.99,0.66,1,0,30
9.1,11.1,10.0,0.66,0.33,0,0,30
9.1,12.1,15.0,0.33,0.33,0,0,30
9.1,13.1,20.0,0.33,0,0,0,30
9.1,30.1,15.811388300841896,0.33,0,0,0,30
9.1,31.1,11.180339887498949,0.66,0.33,0,0,30
9.1,32.1,7.0710678118654755,0.66,0.66,1,0,30
9.1,33.1,5.0,0.99,0.66,1,0,30
9.1,34.1,7.0710678118654755,0.66,0.66,1,0,30
9.1,35.1,11.180339887498949,0.66,0.33,0,0,30
9.1,36.1,15.811388300841896,0.33,0,0,0,30
9.1,54.1,18.027756377319946,0.33,0,0,0,30
9.1,55.1,14.142135623730951,0.33,0.33,0,0,30
9.1,56.1,11.180339887498949,0.66,0.33,0,0,30
9.1,57.1,10.0,0.66,0.33,0,0,30
9.1,58.1,11.180339887498949,0.66,0.33,0,0,30
9.1,59.1,14.142135623730951,0.33,0.33,0,0,30
9.1,60.1,18.027756377319946,0.33,0,0,0,30
9.1,79.1,18.027756377319946,0.33,0,0,0,30
9.1,80.1,15.811388300841896,0.33,0,0,0,30
9.1,81.1,15.0,0.33,0.33,0,0,30
9.1,82.1,15.811388300841896,0.33,0,0,0,30
9.1,83.1,18.027756377319946,0.33,0,0,0,30
9.1,105.1,20.0,0.33,0,0,0,30
10.1,6.1,20.0,0.33,0,0,0,30
10.1,7.1,15.0,0.33,0.33,0,0,30
10.1,8.1,10.0,0.66,0.33,0,0,30
10.1,9.1,5.0,0.99,0.66,1,0,30
10.1,11.1,5.0,0.99,0.66,1,0,30
10.1,12.1,10.0,0.66,0.33,0,0,30
10.1,13.1,15.0,0.33,0.33,0,0,30
10.1,14.1,20.0,0.33,0,0,0,30
10.1,31.1,15.811388300841896,0.33,0,0,0,30
10.1,32.1,11.180339887498949,0.66,0.33,0,0,30
10.1,33.1,7.0710678118654755,0.66,0.66,1,0,30
10.1,34.1,5.0,0.99,0.66,1,0,30
10.1,35.1,7.0710678118654755,0.66,0.66,1,0,30
10.1,36.1,11.180339887498949,0.66,0.33,0,0,30
10.1,37.1,15.811388300841896,0.33,0,0,0,30
10.1,55.1,18.027756377319946,0.33,0,0,0,30
10.1,56.1,14.142135623730951,0.33,0.33,0,0,30
10.1,57.1,11.180339887498949,0.66,0.33,0,0,30
10.1,58.1,10.0,0.66,0.33,0,0,30
10.1,59.1,11.180339887498949,0.66,0.33,0,0,30
10.1,60.1,14.142135623730951,0.33,0.33,0,0,30
10.1,61.1,18.027756377319946,0.33,0,0,0,30
10.1,80.1,18.027756377319946,0.33,0,0,0,30
10.1,81.1,15.811388300841896,0.33,0,0,0,30
10.1,82.1,15.0,0.33,0.33,0,0,30
10.1,83.1,15.811388300841896,0.33,0,0,0,30
10.1,84.1,18.027756377319946,0.33,0,0,0,30
10.1,106.1,20.0,0.33,0,0,0,30
11.1,7.1,20.0,0.33,0,0,0,30
11.1,8.1,15.0,0.33,0.33,0,0,30
11.1,9.1,10.0,0.66,0.33,0,0,30
11.1,10.1,5.0,0.99,0.66,1,0,30
11.1,12.1,5.0,0.99,0.66,1,0,30
11.1,13.1,10.0,0.66,0.33,0,0,30
11.1,14.1,15.0,0.33,0.33,0,0,30
11.1,15.1,20.0,0.33,0,0,0,30
11.1,32.1,15.811388300841896,0.33,0,0,0,30
11.1,33.1,11.180339887498949,0.66,0.33,0,0,30
11.1,34.1,7.0710678118654755,0.66,0.66,1,0,30
11.1,35.1,5.0,0.99,0.66,1,0,30
11.1,36.1,7.0710678118654755,0.66,0.66,1,0,30
11.1,37.1,11.180339887498949,0.66,0.33,0,0,30
11.1,38.1,15.811388300841896,0.33,0,0,0,30
11.1,56.1,18.027756377319946,0.33,0,0,0,30
11.1,57.1,14.142135623730951,0.33,0.33,0,0,30
11.1,58.1,11.180339887498949,0.66,0.33,0,0,30
11.1,59.1,10.0,0.66,0.33,0,0,30
11.1,60.1,11.180339887498949,0.66,0.33,0,0,30
11.1,61.1,14.142135623730951,0.33,0.33,0,0,30
11.1,62.1,18.027756377319946,0.33,0,0,0,30
11.1,81.1,18.027756377319946,0.33,0,0,0,30
11.1,82.1,15.811388300841896,0.33,0,0,0,30
11.1,83.1,15.0,0.33,0.33,0,0,30
11.1,84.1,15.811388300841896,0.33,0,0,0,30
11.1,85.1,18.027756377319946,0.33,0,0,0,30
11.1,107.1,20.0,0.33,0,0,0,30
12.1,8.1,20.0,0.33,0,0,0,30
12.1,9.1,15.0,0.33,0.33,0,0,30
12.1,10.1,10.0,0.66,0.33,0,0,30
12.1,11.1,5.0,0.99,0.66,1,0,30
12.1,13.1,5.0,0.99,0.66,1,0,30
12.1,14.1,10.0,0.66,0.33,0,0,30
12.1,15.1,15.0,0.33,0.33,0,0,30
12.1,16.1,20.0,0.33,0,0,0,30
12.1,33.1,15.811388300841896,0.33,0,0,0,30
12.1,34.1,11.180339887498949,0.66,0.33,0,0,30
12.1,35.1,7.0710678118654755,0.66,0.66,1,0,30
12.1,36.1,5.0,0.99,0.66,1,0,30
12.1,37.1,7.0710678118654755,0.66,0.66,1,0,30
12.1,38.1,11.180339887498949,0.66,0.33,0,0,30
12.1,39.1,15.811388300841896,0.33,0,0,0,30
12.1,57.1,18.027756377319946,0.33,0,0,0,30
12.1,58.1,14.142135623730951,0.33,0.33,0,0,30
12.1,59.1,11.180339887498949,0.66,0.33,0,0,30
12.1,60.1,10.0,0.66,0.33,0,0,30
12.1,61.1,11.180339887498949,0.66,0.33,0,0,30
12.1,62.1,14.142135623730951,0.33,0.33,0,0,30
12.1,63.1,18.027756377319946,0.33,0,0,0,30
12.1,82.1,18.027756377319946,0.33,0,0,0,30
12.1,83.1,15.811388300841896,0.33,0,0,0,30
12.1,84.1,15.0,0.33,0.33,0,0,30
12.1,85.1,15.811388300841896,0.33,0,0,0,30
12.1,86.1,18.027756377319946,0.33,0,0,0,30
12.1,108.1,20.0,0.33,0,0,0,30
13.1,9.1,20.0,0.33,0,0,0,30
13.1,10.1,15.0,0.33,0.33,0,0,30
13.1,11.1,10.0,0.66,0.33,0,0,30
13.1,12.1,5.0,0.99,0.66,1,0,30
13.1,14.1,5.0,0.99,0.66,1,0,30
13.1,15.1,10.0,0.66,0.33,0,0,30
13.1,16.1,15.0,0.33,0.33,0,0,30
13.1,17.1,20.0,0.33,0,0,0,30
13.1,34.1,15.811388300841896,0.33,0,0,0,30
13.1,35.1,11.180339887498949,0.66,0.33,0,0,30
13.1,36.1,7.0710678118654755,0.66,0.66,1,0,30
13.1,37.1,5.0,0.99,0.66,1,0,30
13.1,38.1,7.0710678118654755,0.66,0.66,1,0,30
13.1,39.1,11.180339887498949,0.66,0.33,0,0,30
13.1,40.1,15.811388300841896,0.33,0,0,0,30
13.1,58.1,18.027756377319946,0.33,0,0,0,30
13.1,59.1,14.142135623730951,0.33,0.33,0,0,30
13.1,60.1,11.180339887498949,0.66,0.33,0,0,30
13.1,61.1,10.0,0.66,0.33,0,0,30
13.1,62.1,11.180339887498949,0.66,0.33,0,0,30
13.1,63.1,14.142135623730951,0.33,0.33,0,0,30
13.1,64.1,18.027756377319946,0.33,0,0,0,30
13.1,83.1,18.027756377319946,0.33,0,0,0,30
13.1,84.1,15.811388300841896,0.33,0,0,0,30
13.1,85.1,15.0,0.33,0.33,0,0,30
13.1,86.1,15.811388300841896,0.33,0,0,0,30
13.1,87.1,18.027756377319946,0.33,0,0,0,30
13.1,109.1,20.0,0.33,0,0,0,30
14.1,10.1,20.0,0.33,0,0,0,30
14.1,11.1,15.0,0.33,0.33,0,0,30
14.1,12.1,10.0,0.66,0.33,0,0,30
14.1,13.1,5.0,0.99,0.66,1,0,30
14.1,15.1,5.0,0.99,0.66,1,0,30
14.1,16.1,10.0,0.66,0.33,0,0,30
14.1,17.1,15.0,0.33,0.33,0,0,30
14.1,18.1,20.0,0.33,0,0,0,30
14.1,35.1,15.811388300841896,0.33,0,0,0,30
14.1,36.1,11.180339887498949,0.66,0.33,0,0,30
14.1,37.1,7.0710678118654755,0.66,0.66,1,0,30
14.1,38.1,5.0,0.99,0.66,1,0,30
14.1,39.1,7.0710678118654755,0.66,0.66,1,0,30
14.1,40.1,11.180339887498949,0.66,0.33,0,0,30
14.1,41.1,15.811388300841896,0.33,0,0,0,30
14.1,59.1,18.027756377319946,0.33,0,0,0,30
14.1,60.1,14.142135623730951,0.33,0.33,0,0,30
14.1,61.1,11.180339887498949,0.66,0.33,0,0,30
14.1,62.1,10.0,0.66,0.33,0,0,30
14.1,63.1,11.180339887498949,0.66,0.33,0,0,30
14.1,64.1,14.142135623730951,0.33,0.33,0,0,30
14.1,65.1,18.027756377319946,0.33,0,0,0,30
14.1,84.1,18.027756377319946,0.33,0,0,0,30
14.1,85.1,15.811388300841896,0.33,0,0,0,30
14.1,86.1,15.0,0.33,0.33,0,0,30
14.1,87.1,15.811388300841896,0.33,0,0,0,30
14.1,88.1,18.027756377319946,0.33,0,0,0,30
14.1,110.1,20.0,0.33,0,0,0,30
15.1,11.1,20.0,0.33,0,0,0,30
15.1,12.1,15.0,0.33,0.33,0,0,30
15.1,13.1,10.0,0.66,0.33,0,0,30
15.1,14.1,5.0,0.99,0.66,1,0,30
15.1,16.1,5.0,0.99,0.66,1,0,30
15.1,17.1,10.0,0.66,0.33,0,0,30
15.1,18.1,15.0,0.33,0.33,0,0,30
15.1,19.1,20.0,0.33,0,0,0,30
15.1,36.1,15.811388300841896,0.33,0,0,0,30
15.1,37.1,11.180339887498949,0.66,0.33,0,0,30
15.1,38.1,7.0710678118654755,0.66,0.66,1,0,30
15.1,39.1,5.0,0.99,0.66,1,0,30
15.1,40.1,7.0710678118654755,0.66,0.66,1,0,30
15.1,41.1,11.180339887498949,0.66,0.33,0,0,30
15.1,42.1,15.811388300841896,0.33,0,0,0,30
15.1,60.1,18.027756377319946,0.33,0,0,0,30
15.1,61.1,14.142135623730951,0.33,0.33,0,0,30
15.1,62.1,11.180339887498949,0.66,0.33,0,0,30
15.1,63.1,10.0,0.66,0.33,0,0,30
15.1,64.1,11.180339887498949,0.66,0.33,0,0,30
15.1,65.1,14.142135623730951,0.33,0.33,0,0,30
15.1,66.1,18.027756377319946,0.33,0,0,0,30
15.1,85.1,18.027756377319946,0.33,0,0,0,30
15.1,86.1,15.811388300841896,0.33,0,0,0,30
15.1,87.1,15.0,0.33,0.33,0,0,30
15.1,88.1,15.811388300841896,0.33,0,0,0,30
15.1,89.1,18.027756377319946,0.33,0,0,0,30
15.1,111.1,20.0,0.33,0,0,0,30
16.1,12.1,20.0,0.33,0,0,0,30
16.1,13.1,15.0,0.33,0.33,0,0,30
16.1,14.1,10.0,0.66,0.33,0,0,30
16.1,15.1,5.0,0.99,0.66,1,0,30
16.1,17.1,5.0,0.99,0.66,1,0,30
16.1,18.1,10.0,0.66,0.33,0,0,30
16.1,19.1,15.0,0.33,0.33,0,0,30
16.1,20.1,20.0,0.33,0,0,0,30
16.1,37.1,15.811388300841896,0.33,0,0,0,30
16.1,38.1,11.180339887498949,0.66,0.33,0,0,30
16.1,39.1,7.0710678118654755,0.66,0.66,1,0,30
16.1,40.1,5.0,0.99,0.66,1,0,30
16.1,41.1,7.0710678118654755,0.66,0.66,1,0,30
16.1,42.1,11.180339887498949,0.66,0.33,0,0,30
16.1,43.1,15.811388300841896,0.33,0,0,0,30
16.1,61.1,18.027756377319946,0.33,0,0,0,30
16.1,62.1,14.142135623730951,0.33,0.33,0,0,30
16.1,63.1,11.180339887498949,0.66,0.33,0,0,30
16.1,64.1,10.0,0.66,0.33,0,0,30
16.1,65.1,11.180339887498949,0.66,0.33,0,0,30
16.1,66.1,14.142135623730951,0.33,0.33,0,0,30
16.1,67.1,18.027756377319946,0.33,0,0,0,30
16.1,86.1,18.027756377319946,0.33,0,0,0,30
16.1,87.1,15.811388300841896,0.33,0,0,0,30
16.1,88.1,15.0,0.33,0.33,0,0,30
16.1,89.1,15.811388300841896,0.33,0,0,0,30
16.1,90.1,18.027756377319946,0.33,0,0,0,30
16.1,112.1,20.0,0.33,0,0,0,30
17.1,13.1,20.0,0.33,0,0,0,30
17.1,14.1,15.0,0.33,0.33,0,0,30
17.1,15.1,10.0,0.66,0.33,0,0,30
17.1,16.1,5.0,0.99,0.66,1,0,30
17.1,18.1,5.0,0.99,0.66,1,0,30
17.1,19.1,10.0,0.66,0.33,0,0,30
17.1,20.1,15.0,0.33,0.33,0,0,30
17.1,21.1,20.0,0.33,0,0,0,30
17.1,38.1,15.811388300841896,0.33,0,0,0,30
17.1,39.1,11.180339887498949,0.66,0.33,0,0,30
17.1,40.1,7.0710678118654755,0.66,0.66,1,0,30
17.1,41.1,5.0,0.99,0.66,1,0,30
17.1,42.1,7.0710678118654755,0.66,0.66,1,0,30
17.1,43.1,11.180339887498949,0.66,0.33,0,0,30
17.1,44.1,15.811388300841896,0.33,0,0,0,30
17.1,62.1,18.027756377319946,0.33,0,0,0,30
17.1,63.1,14.142135623730951,0.33,0.33,0,0,30
17.1,64.1,11.180339887498949,0.66,0.33,0,0,30
17.1,65.1,10.0,0.66,0.33,0,0,30
17.1,66.1,11.180339887498949,0.66,0.33,0,0,30
17.1,67.1,14.142135623730951,0.33,0.33,0,0,30
17.1,68.1,18.027756377319946,0.33,0,0,0,30
17.1,87.1,18.027756377319946,0.33,0,0,0,30
17.1,88.1,15.811388300841896,0.33,0,0,0,30
17.1,89.1,15.0,0.33,0.33,0,0,30
17.1,90.1,15.811388300841896,0.33,0,0,0,30
17.1,91.1,18.027756377319946,0.33,0,0,0,30
17.1,113.1,20.0,0.33,0,0,0,30
18.1,14.1,20.0,0.33,0,0,0,30
18.1,15.1,15.0,0.33,0.33,0,0,30
18.1,16.1,10.0,0.66,0.33,0,0,30
18.1,17.1,5.0,0.99,0.66,1,0,30
18.1,19.1,5.0,0.99,0.66,1,0,30
18.1,20.1,10.0,0.66,0.33,0,0,30
18.1,21.1,15.0,0.33,0.33,0,0,30
18.1,22.1,20.0,0.33,0,0,0,30
18.1,39.1,15.811388300841896,0.33,0,0,0,30
18.1,40.1,11.180339887498949,0.66,0.33,0,0,30
18.1,41.1,7.0710678118654755,0.66,0.66,1,0,30
18.1,42.1,5.0,0.99,0.66,1,0,30
18.1,43.1,7.0710678118654755,0.66,0.66,1,0,30
18.1,44.1,11.180339887498949,0.66,0.33,0,0,30
18.1,45.1,15.811388300841896,0.33,0,0,0,30
18.1,63.1,18.027756377319946,0.33,0,0,0,30
18.1,64.1,14.142135623730951,0.33,0.33,0,0,30
18.1,65.1,11.180339887498949,0.66,0.33,0,0,30
18.1,66.1,10.0,0.66,0.33,0,0,30
18.1,67.1,11.180339887498949,0.66,0.33,0,0,30
18.1,68.1,14.142135623730951,0.33,0.33,0,0,30
18.1,69.1,18.027756377319946,0.33,0,0,0,30
18.1,88.1,18.027756377319946,0.33,0,0,0,30
18.1,89.1,15.811388300841896,0.33,0,0,0,30
18.1,90.1,15.0,0.33,0.33,0,0,30
18.1,91.1,15.811388300841896,0.33,0,0,0,30
18.1,92.1,18.027756377319946,0.33,0,0,0,30
18.1,114.1,20.0,0.33,0,0,0,30
19.1,15.1,20.0,0.33,0,0,0,30
19.1,16.1,15.0,0.33,0.33,0,0,30
19.1,17.1,10.0,0.66,0.33,0,0,30
19.1,18.1,5.0,0.99,0.66,1,0,30
19.1,20.1,5.0,0.99,0.66,1,0,30
19.1,21.1,10.0,0.66,0.33,0,0,30
19.1,22.1,15.0,0.33,0.33,0,0,30
19.1,23.1,20.0,0.33,0,0,0,30
19.1,40.1,15.811388300841896,0.33,0,0,0,30
19.1,41.1,11.180339887498949,0.66,0.33,0,0,30
19.1,42.1,7.0710678118654755,0.66,0.66,1,0,30
19.1,43.1,5.0,0.99,0.66,1,0,30
19.1,44.1,7.0710678118654755,0.66,0.66,1,0,30
19.1,45.1,11.180339887498949,0.66,0.33,0,0,30
19.1,46.1,15.811388300841896,0.33,0,0,0,30
19.1,64.1,18.027756377319946,0.33,0,0,0,30
19.1,65.1,14.142135623730951,0.33,0.33,0,0,30
19.1,66.1,11.180339887498949,0.66,0.33,0,0,30
19.1,67.1,10.0,0.66,0.33,0,0,30
19.1,68.1,11.180339887498949,0.66,0.33,0,0,30
19.1,69.1,14.142135623730951,0.33,0.33,0,0,30
19.1,70.1,18.027756377319946,0.33,0,0,0,30
